ORDER_REF,AMOUNT,AMOUNT_FOREIGN,TRANSACTION_TYPE,ACCOUNTNUMBER,MERCHANT_ACCOUNT,BATCH_NUMBER,TYPE_NAME
R000144705,38.00,38.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000189005,97.00,97.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000014152,112.00,112.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000095470,542.00,542.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000109185,464.00,464.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000217767,808.00,808.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000240944,433.00,433.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000230723,527.00,527.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000283952,500.00,500.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000123360,185.00,185.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000275146,333.00,333.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000055192,323.00,323.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000230164,143.00,143.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000214092,238.00,238.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000200698,589.00,589.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000287347,251.00,251.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000189087,532.00,532.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000007295,76.00,76.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000051002,115.00,115.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000038761,433.00,433.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000160158,359.00,359.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000231350,287.00,287.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000094601,190.00,190.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000145054,120.00,120.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000219837,507.00,507.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000047040,926.00,926.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000022007,95.00,95.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000015025,108.00,108.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000066710,108.00,108.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000293274,447.00,447.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000129999,27.00,27.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000253503,87.00,87.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000094705,380.00,380.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000075398,277.00,277.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000078108,171.00,171.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000076407,794.00,794.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000201459,258.00,258.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000264872,266.00,266.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000238382,57.00,57.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000154276,162.00,162.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000000389,38.00,38.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000270521,185.00,185.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000246249,224.00,224.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000294037,200.00,200.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000207097,405.00,405.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000208271,201.00,201.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000114882,181.00,181.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000117831,460.00,460.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000295608,390.00,390.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000296147,437.00,437.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000166260,456.00,456.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000124513,152.00,152.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000053963,106.00,106.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000101265,57.00,57.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000237538,399.00,399.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000065140,428.00,428.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000007918,409.00,409.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000063601,428.00,428.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000002710,443.00,443.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000209062,570.00,570.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000042853,238.00,238.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000136058,350.00,350.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000230318,120.00,120.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000162717,344.00,344.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000076034,637.00,637.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000237285,448.00,448.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000280315,40.00,40.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000093828,185.00,185.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000047143,120.00,120.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000300745,171.00,171.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000134938,323.00,323.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000059976,203.00,203.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000127851,631.00,631.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000092689,152.00,152.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000284875,40.00,40.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000117005,219.00,219.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000250901,660.00,660.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000244316,361.00,361.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000141081,48.00,48.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000137864,247.00,247.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000157123,48.00,48.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000123629,93.00,93.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000010070,260.00,260.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000160205,534.00,534.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000194712,194.00,194.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000073554,143.00,143.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000017185,694.00,694.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000119157,243.00,243.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000008711,1112.00,1112.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000298625,152.00,152.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000106636,367.00,367.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000199077,190.00,190.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000250302,133.00,133.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000191100,774.00,774.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000131034,367.00,367.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000137793,95.00,95.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000220574,53.00,53.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000068724,371.00,371.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000055535,565.00,565.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000086579,502.00,502.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000254118,146.00,146.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000177046,380.00,380.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000148020,120.00,120.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000065006,409.00,409.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000016318,285.00,285.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000153659,122.00,122.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000131520,182.00,182.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000252521,247.00,247.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000220556,342.00,342.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000164444,751.00,751.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000211412,481.00,481.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000053097,285.00,285.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000102282,390.00,390.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000060925,226.00,226.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000083922,789.00,789.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000166912,342.00,342.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000034858,808.00,808.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000006394,912.00,912.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000277444,139.00,139.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000252711,48.00,48.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000252486,238.00,238.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000216190,239.00,239.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000259421,390.00,390.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000235358,278.00,278.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000043844,171.00,171.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000117877,475.00,475.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000193269,143.00,143.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000269853,472.00,472.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000032942,190.00,190.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000148842,48.00,48.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000296254,53.00,53.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000239427,409.00,409.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000248300,393.00,393.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000220562,428.00,428.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000227514,143.00,143.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000075991,285.00,285.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000213412,19.00,19.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000086594,508.00,508.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000165081,152.00,152.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000294125,428.00,428.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000062595,428.00,428.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000002407,192.00,192.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000146620,1045.00,1045.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000296072,603.00,603.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000208943,209.00,209.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000299565,120.00,120.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000148022,133.00,133.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000137914,158.00,158.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000165212,281.00,281.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000045868,599.00,599.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000144232,190.00,190.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000284891,238.00,238.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000242213,622.00,622.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000129996,120.00,120.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000279319,133.00,133.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000207342,504.00,504.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000112012,266.00,266.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000248774,437.00,437.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000285795,38.00,38.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000080479,361.00,361.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000224864,314.00,314.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000143000,345.00,345.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000296149,95.00,95.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000199682,361.00,361.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000166151,76.00,76.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000107404,215.00,215.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000102605,295.00,295.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000126681,1131.00,1131.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000298935,361.00,361.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000009990,283.00,283.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000106881,93.00,93.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000146046,171.00,171.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000189950,390.00,390.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000205101,291.00,291.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000244953,67.00,67.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000016366,219.00,219.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
E000279028,215.00,215.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000017224,500.00,500.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000016881,489.00,489.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000017476,466.00,466.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000033089,252.00,252.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000064076,119.00,119.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000271832,296.00,296.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000297135,133.00,133.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000223885,534.00,534.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000096770,230.00,230.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000186541,595.00,595.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000167683,266.00,266.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000174335,95.00,95.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000051336,437.00,437.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000298060,371.00,371.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000010150,95.00,95.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000100670,285.00,285.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000164927,245.00,245.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000129137,494.00,494.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000301991,428.00,428.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000100782,945.00,945.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000173020,67.00,67.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000183325,40.00,40.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000233749,171.00,171.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000156787,247.00,247.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000139094,907.00,907.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000169927,359.00,359.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000147966,110.00,110.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000022526,105.00,105.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000259661,405.00,405.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000184604,247.00,247.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000203796,420.00,420.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000040145,101.00,101.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000071641,133.00,133.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000133853,19.00,19.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000224027,209.00,209.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000029697,329.00,329.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000001397,670.00,670.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000175377,416.00,416.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000197854,428.00,428.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000144195,304.00,304.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000299453,133.00,133.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000253963,160.00,160.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000073592,120.00,120.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000266286,366.00,366.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000144441,751.00,751.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000006219,428.00,428.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000234714,194.00,194.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000295226,171.00,171.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000281211,190.00,190.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000104797,394.00,394.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000281465,556.00,556.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000026758,171.00,171.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000003362,380.00,380.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000033743,257.00,257.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000185256,551.00,551.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000041710,120.00,120.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000238057,494.00,494.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000211235,200.00,200.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000202818,632.00,632.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000250275,133.00,133.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000087936,120.00,120.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000148448,399.00,399.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000278349,190.00,190.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000011358,80.00,80.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000040774,561.00,561.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000014746,1017.00,1017.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000011019,93.00,93.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000017951,57.00,57.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
Z000157674,310.00,310.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000239326,715.00,715.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000160770,200.00,200.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000201634,143.00,143.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000166497,253.00,253.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000257545,171.00,171.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
R000215650,561.00,561.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000245128,447.00,447.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
E000289166,642.00,642.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000228170,770.00,770.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000173304,475.00,475.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000132134,409.00,409.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000217206,13.00,13.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
A000174621,200.00,200.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
Z000017374,371.00,371.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
E000224837,97.00,97.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000111750,475.00,475.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000088888,534.00,534.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000140868,101.00,101.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
R000088761,40.00,40.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
C000129685,568.00,568.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
C000254436,171.00,171.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000106123,323.00,323.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000110624,649.00,649.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000087439,385.00,385.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000178492,711.00,711.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000247543,532.00,532.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000299360,296.00,296.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000295804,304.00,304.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
A000232314,230.00,230.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000249748,177.00,177.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000176712,513.00,513.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000027536,38.00,38.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000033482,637.00,637.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
E000019664,236.00,236.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000276567,333.00,333.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000296109,523.00,523.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
E000223229,116.00,116.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
A000152433,441.00,441.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
A000206447,19.00,19.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000269609,238.00,238.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
R000176646,114.00,114.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
R000053906,713.00,713.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000118366,556.00,556.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000299248,114.00,114.00,Payment,315710,JetBrainsUSD,141,Other Current Asset
Z000279754,247.00,247.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
R000297817,507.00,507.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
Z000124882,171.00,171.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000230109,207.00,207.00,Payment,315710,JetBrainsUSD,140,Other Current Asset
C000225897,274.00,274.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
Z000192887,525.00,525.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
C000013746,57.00,57.00,Payment,315710,JetBrainsUSD,142,Other Current Asset
C000111737,106.00,106.00,Payment,315710,JetBrainsUSD,138,Other Current Asset
A000148815,665.00,665.00,Payment,315710,JetBrainsUSD,139,Other Current Asset
