ORDER_REF_index,ORDER_REF,GROSS,Total_in_netsuite,merchant_account,batch_number
A000028828,A000028828,266.0,Not_Available,JetBrainsGBP,141
A000029668,A000029668,182.0,Not_Available,JetBrainsGBP,141
A000030118,A000030118,228.0,Not_Available,JetBrainsGBP,141
A000030620,A000030620,360.0,Not_Available,JetBrainsGBP,141
A000031119,A000031119,406.0,Not_Available,JetBrainsGBP,141
A000032278,A000032278,320.0,Not_Available,JetBrainsGBP,141
A000032943,A000032943,650.0,Not_Available,JetBrainsGBP,141
A000034163,A000034163,84.0,Not_Available,JetBrainsGBP,141
A000036279,A000036279,640.0,Not_Available,JetBrainsGBP,141
A000036336,A000036336,646.0,Not_Available,JetBrainsGBP,141
A000036364,A000036364,580.0,Not_Available,JetBrainsGBP,141
A000037264,A000037264,565.0,Not_Available,JetBrainsGBP,141
A000037275,A000037275,120.0,Not_Available,JetBrainsGBP,141
A000037278,A000037278,534.0,Not_Available,JetBrainsGBP,141
A000037738,A000037738,154.0,Not_Available,JetBrainsGBP,141
A000038326,A000038326,266.0,Not_Available,JetBrainsGBP,141
A000038951,A000038951,200.0,Not_Available,JetBrainsGBP,141
A000038996,A000038996,300.0,Not_Available,JetBrainsGBP,141
A000039664,A000039664,140.0,Not_Available,JetBrainsGBP,141
A000039976,A000039976,177.0,Not_Available,JetBrainsGBP,141
A000040278,A000040278,604.0,Not_Available,JetBrainsGBP,141
A000043051,A000043051,200.0,Not_Available,JetBrainsGBP,141
A000043094,A000043094,162.0,Not_Available,JetBrainsGBP,141
A000043492,A000043492,292.0,Not_Available,JetBrainsGBP,141
A000044761,A000044761,84.0,Not_Available,JetBrainsGBP,141
A000045214,A000045214,120.0,Not_Available,JetBrainsGBP,141
A000045835,A000045835,500.0,Not_Available,JetBrainsGBP,141
A000046632,A000046632,940.0,Not_Available,JetBrainsGBP,141
A000046799,A000046799,50.0,Not_Available,JetBrainsGBP,141
A000046894,A000046894,498.0,Not_Available,JetBrainsGBP,141
A000047086,A000047086,870.0,Not_Available,JetBrainsGBP,141
A000047751,A000047751,220.0,Not_Available,JetBrainsGBP,141
A000048256,A000048256,380.0,Not_Available,JetBrainsGBP,141
A000048544,A000048544,460.0,Not_Available,JetBrainsGBP,141
A000048596,A000048596,378.0,Not_Available,JetBrainsGBP,141
A000050327,A000050327,200.0,Not_Available,JetBrainsGBP,141
A000050331,A000050331,214.0,Not_Available,JetBrainsGBP,141
A000050466,A000050466,110.0,Not_Available,JetBrainsGBP,141
A000050772,A000050772,490.0,Not_Available,JetBrainsGBP,141
A000050773,A000050773,28.0,Not_Available,JetBrainsGBP,141
A000051709,A000051709,200.0,Not_Available,JetBrainsGBP,141
A000051895,A000051895,14.0,Not_Available,JetBrainsGBP,141
A000051991,A000051991,28.0,Not_Available,JetBrainsGBP,141
A000052158,A000052158,286.0,Not_Available,JetBrainsGBP,141
A000052184,A000052184,340.0,Not_Available,JetBrainsGBP,141
A000052361,A000052361,100.0,Not_Available,JetBrainsGBP,141
A000052373,A000052373,84.0,Not_Available,JetBrainsGBP,141
A000053888,A000053888,260.0,Not_Available,JetBrainsGBP,141
A000054048,A000054048,860.0,Not_Available,JetBrainsGBP,141
A000054300,A000054300,376.0,Not_Available,JetBrainsGBP,141
A000054759,A000054759,350.0,Not_Available,JetBrainsGBP,141
A000055969,A000055969,100.0,Not_Available,JetBrainsGBP,141
A000056235,A000056235,180.0,Not_Available,JetBrainsGBP,141
A000057225,A000057225,242.0,Not_Available,JetBrainsGBP,141
A000057300,A000057300,388.0,Not_Available,JetBrainsGBP,141
A000057348,A000057348,810.0,Not_Available,JetBrainsGBP,141
A000058380,A000058380,754.0,Not_Available,JetBrainsGBP,141
A000058790,A000058790,215.0,Not_Available,JetBrainsGBP,141
A000059210,A000059210,410.0,Not_Available,JetBrainsGBP,141
A000059537,A000059537,60.0,Not_Available,JetBrainsGBP,141
A000060288,A000060288,870.0,Not_Available,JetBrainsGBP,141
A000060388,A000060388,228.0,Not_Available,JetBrainsGBP,141
A000060483,A000060483,238.0,Not_Available,JetBrainsGBP,141
A000060486,A000060486,620.0,Not_Available,JetBrainsGBP,141
A000060627,A000060627,70.0,Not_Available,JetBrainsGBP,141
A000061043,A000061043,300.0,Not_Available,JetBrainsGBP,141
A000061225,A000061225,84.0,Not_Available,JetBrainsGBP,141
A000061311,A000061311,200.0,Not_Available,JetBrainsGBP,141
A000061487,A000061487,56.0,Not_Available,JetBrainsGBP,141
A000062089,A000062089,98.0,Not_Available,JetBrainsGBP,141
A000062524,A000062524,312.0,Not_Available,JetBrainsGBP,141
A000062633,A000062633,300.0,Not_Available,JetBrainsGBP,141
A000062771,A000062771,260.0,Not_Available,JetBrainsGBP,141
A000062966,A000062966,70.0,Not_Available,JetBrainsGBP,141
A000062980,A000062980,154.0,Not_Available,JetBrainsGBP,141
A000063200,A000063200,400.0,Not_Available,JetBrainsGBP,141
A000063683,A000063683,98.0,Not_Available,JetBrainsGBP,141
A000064119,A000064119,188.0,Not_Available,JetBrainsGBP,141
A000064456,A000064456,220.0,Not_Available,JetBrainsGBP,141
A000064530,A000064530,812.0,Not_Available,JetBrainsGBP,141
A000065878,A000065878,298.0,Not_Available,JetBrainsGBP,141
A000066170,A000066170,84.0,Not_Available,JetBrainsGBP,141
A000066286,A000066286,280.0,Not_Available,JetBrainsGBP,141
A000066319,A000066319,400.0,Not_Available,JetBrainsGBP,141
A000067633,A000067633,200.0,Not_Available,JetBrainsGBP,141
A000068069,A000068069,28.0,Not_Available,JetBrainsGBP,141
A000068885,A000068885,350.0,Not_Available,JetBrainsGBP,141
A000069160,A000069160,600.0,Not_Available,JetBrainsGBP,141
A000069209,A000069209,200.0,Not_Available,JetBrainsGBP,141
A000069441,A000069441,280.0,Not_Available,JetBrainsGBP,141
A000069688,A000069688,310.0,Not_Available,JetBrainsGBP,141
A000070619,A000070619,50.0,Not_Available,JetBrainsGBP,141
A000071158,A000071158,362.0,Not_Available,JetBrainsGBP,141
A000071771,A000071771,140.0,Not_Available,JetBrainsGBP,141
A000072342,A000072342,664.0,Not_Available,JetBrainsGBP,141
A000072453,A000072453,320.0,Not_Available,JetBrainsGBP,141
A000072515,A000072515,450.0,Not_Available,JetBrainsGBP,141
A000072573,A000072573,212.0,Not_Available,JetBrainsGBP,141
A000072586,A000072586,685.0,Not_Available,JetBrainsGBP,141
A000072607,A000072607,120.0,Not_Available,JetBrainsGBP,141
A000073190,A000073190,84.0,Not_Available,JetBrainsGBP,141
A000073552,A000073552,206.0,Not_Available,JetBrainsGBP,141
A000073974,A000073974,781.0,Not_Available,JetBrainsGBP,141
A000074427,A000074427,550.0,Not_Available,JetBrainsGBP,141
A000074806,A000074806,280.0,Not_Available,JetBrainsGBP,141
A000074900,A000074900,162.0,Not_Available,JetBrainsGBP,141
A000075068,A000075068,74.0,Not_Available,JetBrainsGBP,141
A000075195,A000075195,464.0,Not_Available,JetBrainsGBP,141
A000075430,A000075430,162.0,Not_Available,JetBrainsGBP,141
A000076294,A000076294,177.0,Not_Available,JetBrainsGBP,141
A000076596,A000076596,390.0,Not_Available,JetBrainsGBP,141
A000076679,A000076679,40.0,Not_Available,JetBrainsGBP,141
A000076700,A000076700,148.0,Not_Available,JetBrainsGBP,141
A000076710,A000076710,180.0,Not_Available,JetBrainsGBP,141
A000076786,A000076786,800.0,Not_Available,JetBrainsGBP,141
A000079708,A000079708,650.0,Not_Available,JetBrainsGBP,141
A000079762,A000079762,700.0,Not_Available,JetBrainsGBP,141
A000079808,A000079808,196.0,Not_Available,JetBrainsGBP,141
A000080931,A000080931,306.0,Not_Available,JetBrainsGBP,141
A000080987,A000080987,98.0,Not_Available,JetBrainsGBP,141
A000081037,A000081037,80.0,Not_Available,JetBrainsGBP,141
A000081334,A000081334,222.0,Not_Available,JetBrainsGBP,141
A000082056,A000082056,376.0,Not_Available,JetBrainsGBP,141
A000082097,A000082097,28.0,Not_Available,JetBrainsGBP,141
A000082847,A000082847,20.0,Not_Available,JetBrainsGBP,141
A000083074,A000083074,300.0,Not_Available,JetBrainsGBP,141
A000083674,A000083674,210.0,Not_Available,JetBrainsGBP,141
A000083867,A000083867,70.0,Not_Available,JetBrainsGBP,141
A000083981,A000083981,200.0,Not_Available,JetBrainsGBP,141
A000084937,A000084937,350.0,Not_Available,JetBrainsGBP,141
A000086055,A000086055,600.0,Not_Available,JetBrainsGBP,141
A000087604,A000087604,210.0,Not_Available,JetBrainsGBP,141
A000087928,A000087928,445.0,Not_Available,JetBrainsGBP,141
A000088107,A000088107,214.0,Not_Available,JetBrainsGBP,141
A000088350,A000088350,449.0,Not_Available,JetBrainsGBP,141
A000089934,A000089934,262.0,Not_Available,JetBrainsGBP,141
A000091155,A000091155,96.0,Not_Available,JetBrainsGBP,141
A000091494,A000091494,665.0,Not_Available,JetBrainsGBP,141
A000091583,A000091583,450.0,Not_Available,JetBrainsGBP,141
A000091626,A000091626,518.0,Not_Available,JetBrainsGBP,141
A000092094,A000092094,1220.0,Not_Available,JetBrainsGBP,141
A000092314,A000092314,785.0,Not_Available,JetBrainsGBP,141
A000092894,A000092894,314.0,Not_Available,JetBrainsGBP,141
A000093098,A000093098,340.0,Not_Available,JetBrainsGBP,141
A000094245,A000094245,130.0,Not_Available,JetBrainsGBP,141
A000094280,A000094280,495.0,Not_Available,JetBrainsGBP,141
A000094787,A000094787,390.0,Not_Available,JetBrainsGBP,141
A000094789,A000094789,390.0,Not_Available,JetBrainsGBP,141
A000095237,A000095237,100.0,Not_Available,JetBrainsGBP,141
A000095648,A000095648,168.0,Not_Available,JetBrainsGBP,141
A000096677,A000096677,455.0,Not_Available,JetBrainsGBP,141
A000096762,A000096762,656.0,Not_Available,JetBrainsGBP,141
A000097476,A000097476,236.0,Not_Available,JetBrainsGBP,141
A000097510,A000097510,210.0,Not_Available,JetBrainsGBP,141
A000097600,A000097600,515.0,Not_Available,JetBrainsGBP,141
A000097954,A000097954,400.0,Not_Available,JetBrainsGBP,141
A000098594,A000098594,160.0,Not_Available,JetBrainsGBP,141
A000099284,A000099284,820.0,Not_Available,JetBrainsGBP,141
A000099621,A000099621,550.0,Not_Available,JetBrainsGBP,141
A000099791,A000099791,520.0,Not_Available,JetBrainsGBP,141
A000100333,A000100333,200.0,Not_Available,JetBrainsGBP,141
A000100896,A000100896,860.0,Not_Available,JetBrainsGBP,141
A000102354,A000102354,810.0,Not_Available,JetBrainsGBP,141
A000102787,A000102787,28.0,Not_Available,JetBrainsGBP,141
A000102877,A000102877,140.0,Not_Available,JetBrainsGBP,141
A000103312,A000103312,599.0,Not_Available,JetBrainsGBP,141
A000103571,A000103571,98.0,Not_Available,JetBrainsGBP,141
A000104132,A000104132,375.0,Not_Available,JetBrainsGBP,141
A000104847,A000104847,410.0,Not_Available,JetBrainsGBP,141
A000105611,A000105611,28.0,Not_Available,JetBrainsGBP,141
A000105771,A000105771,78.0,Not_Available,JetBrainsGBP,141
A000106622,A000106622,618.0,Not_Available,JetBrainsGBP,141
A000106698,A000106698,300.0,Not_Available,JetBrainsGBP,141
A000107649,A000107649,292.0,Not_Available,JetBrainsGBP,141
A000108057,A000108057,423.0,Not_Available,JetBrainsGBP,141
A000108336,A000108336,238.0,Not_Available,JetBrainsGBP,141
A000108457,A000108457,112.0,Not_Available,JetBrainsGBP,141
A000108687,A000108687,64.0,Not_Available,JetBrainsGBP,141
A000108808,A000108808,220.0,Not_Available,JetBrainsGBP,141
A000108849,A000108849,830.0,Not_Available,JetBrainsGBP,141
A000108951,A000108951,440.0,Not_Available,JetBrainsGBP,141
A000109582,A000109582,660.0,Not_Available,JetBrainsGBP,141
A000109778,A000109778,506.0,Not_Available,JetBrainsGBP,141
A000110615,A000110615,100.0,Not_Available,JetBrainsGBP,141
A000111400,A000111400,300.0,Not_Available,JetBrainsGBP,141
A000112123,A000112123,112.0,Not_Available,JetBrainsGBP,141
A000112126,A000112126,490.0,Not_Available,JetBrainsGBP,141
A000113204,A000113204,182.0,Not_Available,JetBrainsGBP,141
A000113249,A000113249,120.0,Not_Available,JetBrainsGBP,141
A000113579,A000113579,350.0,Not_Available,JetBrainsGBP,141
A000113670,A000113670,380.0,Not_Available,JetBrainsGBP,141
A000113747,A000113747,42.0,Not_Available,JetBrainsGBP,141
A000114364,A000114364,510.0,Not_Available,JetBrainsGBP,141
A000115182,A000115182,326.0,Not_Available,JetBrainsGBP,141
A000116285,A000116285,100.0,Not_Available,JetBrainsGBP,141
A000116417,A000116417,350.0,Not_Available,JetBrainsGBP,141
A000116626,A000116626,550.0,Not_Available,JetBrainsGBP,141
A000117264,A000117264,1620.0,Not_Available,JetBrainsGBP,141
A000117903,A000117903,330.0,Not_Available,JetBrainsGBP,141
A000117919,A000117919,60.0,Not_Available,JetBrainsGBP,141
A000118202,A000118202,381.0,Not_Available,JetBrainsGBP,141
A000118730,A000118730,172.0,Not_Available,JetBrainsGBP,141
A000119131,A000119131,195.0,Not_Available,JetBrainsGBP,141
A000119183,A000119183,350.0,Not_Available,JetBrainsGBP,141
A000119258,A000119258,440.0,Not_Available,JetBrainsGBP,141
A000119298,A000119298,164.0,Not_Available,JetBrainsGBP,141
A000120069,A000120069,238.0,Not_Available,JetBrainsGBP,141
A000120523,A000120523,180.0,Not_Available,JetBrainsGBP,141
A000120720,A000120720,742.0,Not_Available,JetBrainsGBP,141
A000120753,A000120753,320.0,Not_Available,JetBrainsGBP,141
A000120791,A000120791,100.0,Not_Available,JetBrainsGBP,141
A000120888,A000120888,755.0,Not_Available,JetBrainsGBP,141
A000121243,A000121243,100.0,Not_Available,JetBrainsGBP,141
A000121627,A000121627,150.0,Not_Available,JetBrainsGBP,141
A000121844,A000121844,178.0,Not_Available,JetBrainsGBP,141
A000122165,A000122165,250.0,Not_Available,JetBrainsGBP,141
A000124495,A000124495,180.0,Not_Available,JetBrainsGBP,141
A000125165,A000125165,140.0,Not_Available,JetBrainsGBP,141
A000125661,A000125661,209.0,Not_Available,JetBrainsGBP,141
A000126563,A000126563,42.0,Not_Available,JetBrainsGBP,141
A000126845,A000126845,84.0,Not_Available,JetBrainsGBP,141
A000127210,A000127210,295.0,Not_Available,JetBrainsGBP,141
A000128168,A000128168,272.0,Not_Available,JetBrainsGBP,141
A000128240,A000128240,390.0,Not_Available,JetBrainsGBP,141
A000129529,A000129529,650.0,Not_Available,JetBrainsGBP,141
A000129981,A000129981,535.0,Not_Available,JetBrainsGBP,141
A000130237,A000130237,80.0,Not_Available,JetBrainsGBP,141
A000130937,A000130937,20.0,Not_Available,JetBrainsGBP,141
A000131663,A000131663,250.0,Not_Available,JetBrainsGBP,141
A000131695,A000131695,450.0,Not_Available,JetBrainsGBP,141
A000132284,A000132284,170.0,Not_Available,JetBrainsGBP,141
A000132635,A000132635,585.0,Not_Available,JetBrainsGBP,141
A000132960,A000132960,207.0,Not_Available,JetBrainsGBP,141
A000133367,A000133367,160.0,Not_Available,JetBrainsGBP,141
A000133533,A000133533,395.0,Not_Available,JetBrainsGBP,141
A000133764,A000133764,570.0,Not_Available,JetBrainsGBP,141
A000134257,A000134257,200.0,Not_Available,JetBrainsGBP,141
A000134491,A000134491,400.0,Not_Available,JetBrainsGBP,141
A000135665,A000135665,84.0,Not_Available,JetBrainsGBP,141
A000135875,A000135875,70.0,Not_Available,JetBrainsGBP,141
A000136675,A000136675,84.0,Not_Available,JetBrainsGBP,141
A000136897,A000136897,112.0,Not_Available,JetBrainsGBP,141
A000137138,A000137138,140.0,Not_Available,JetBrainsGBP,141
A000137373,A000137373,278.0,Not_Available,JetBrainsGBP,141
A000137578,A000137578,420.0,Not_Available,JetBrainsGBP,141
A000137984,A000137984,539.0,Not_Available,JetBrainsGBP,141
A000138933,A000138933,70.0,Not_Available,JetBrainsGBP,141
A000138951,A000138951,260.0,Not_Available,JetBrainsGBP,141
A000139061,A000139061,195.0,Not_Available,JetBrainsGBP,141
A000139306,A000139306,292.0,Not_Available,JetBrainsGBP,141
A000140511,A000140511,210.0,Not_Available,JetBrainsGBP,141
A000140531,A000140531,200.0,Not_Available,JetBrainsGBP,141
A000140625,A000140625,400.0,Not_Available,JetBrainsGBP,141
A000142363,A000142363,200.0,Not_Available,JetBrainsGBP,141
A000143181,A000143181,360.0,Not_Available,JetBrainsGBP,141
A000144322,A000144322,720.0,Not_Available,JetBrainsGBP,141
A000144609,A000144609,400.0,Not_Available,JetBrainsGBP,141
A000145333,A000145333,70.0,Not_Available,JetBrainsGBP,141
A000145889,A000145889,325.0,Not_Available,JetBrainsGBP,141
A000146393,A000146393,250.0,Not_Available,JetBrainsGBP,141
A000146822,A000146822,750.0,Not_Available,JetBrainsGBP,141
A000147386,A000147386,800.0,Not_Available,JetBrainsGBP,141
A000147745,A000147745,140.0,Not_Available,JetBrainsGBP,141
A000148228,A000148228,70.0,Not_Available,JetBrainsGBP,141
A000148848,A000148848,204.0,Not_Available,JetBrainsGBP,141
A000150315,A000150315,700.0,Not_Available,JetBrainsGBP,141
A000150678,A000150678,265.0,Not_Available,JetBrainsGBP,141
A000151634,A000151634,114.0,Not_Available,JetBrainsGBP,141
A000151698,A000151698,385.0,Not_Available,JetBrainsGBP,141
A000152130,A000152130,848.0,Not_Available,JetBrainsGBP,141
A000153760,A000153760,250.0,Not_Available,JetBrainsGBP,141
A000153796,A000153796,310.0,Not_Available,JetBrainsGBP,141
A000154418,A000154418,240.0,Not_Available,JetBrainsGBP,141
A000155310,A000155310,344.0,Not_Available,JetBrainsGBP,141
A000155396,A000155396,108.0,Not_Available,JetBrainsGBP,141
A000155721,A000155721,378.0,Not_Available,JetBrainsGBP,141
A000156230,A000156230,172.0,Not_Available,JetBrainsGBP,141
A000157024,A000157024,94.0,Not_Available,JetBrainsGBP,141
A000157570,A000157570,790.0,Not_Available,JetBrainsGBP,141
A000157726,A000157726,125.0,Not_Available,JetBrainsGBP,141
A000158187,A000158187,154.0,Not_Available,JetBrainsGBP,141
A000158248,A000158248,975.0,Not_Available,JetBrainsGBP,141
A000158350,A000158350,345.0,Not_Available,JetBrainsGBP,141
A000158404,A000158404,222.0,Not_Available,JetBrainsGBP,141
A000158480,A000158480,520.0,Not_Available,JetBrainsGBP,141
A000158520,A000158520,1400.0,Not_Available,JetBrainsGBP,141
A000159132,A000159132,698.0,Not_Available,JetBrainsGBP,141
A000160166,A000160166,550.0,Not_Available,JetBrainsGBP,141
A000160914,A000160914,272.0,Not_Available,JetBrainsGBP,141
A000161994,A000161994,220.0,Not_Available,JetBrainsGBP,141
A000162044,A000162044,935.0,Not_Available,JetBrainsGBP,141
A000162072,A000162072,948.0,Not_Available,JetBrainsGBP,141
A000162852,A000162852,500.0,Not_Available,JetBrainsGBP,141
A000163106,A000163106,78.0,Not_Available,JetBrainsGBP,141
A000165003,A000165003,164.0,Not_Available,JetBrainsGBP,141
A000165007,A000165007,325.0,Not_Available,JetBrainsGBP,141
A000165152,A000165152,240.0,Not_Available,JetBrainsGBP,141
A000166488,A000166488,560.0,Not_Available,JetBrainsGBP,141
A000166495,A000166495,250.0,Not_Available,JetBrainsGBP,141
A000166924,A000166924,160.0,Not_Available,JetBrainsGBP,141
A000167395,A000167395,200.0,Not_Available,JetBrainsGBP,141
A000167433,A000167433,330.0,Not_Available,JetBrainsGBP,141
A000167536,A000167536,412.0,Not_Available,JetBrainsGBP,141
A000169529,A000169529,140.0,Not_Available,JetBrainsGBP,141
A000169812,A000169812,412.0,Not_Available,JetBrainsGBP,141
A000170439,A000170439,178.0,Not_Available,JetBrainsGBP,141
A000170770,A000170770,188.0,Not_Available,JetBrainsGBP,141
A000170875,A000170875,20.0,Not_Available,JetBrainsGBP,141
A000171844,A000171844,570.0,Not_Available,JetBrainsGBP,141
A000172175,A000172175,585.0,Not_Available,JetBrainsGBP,141
A000172643,A000172643,112.0,Not_Available,JetBrainsGBP,141
A000173183,A000173183,98.0,Not_Available,JetBrainsGBP,141
A000173675,A000173675,650.0,Not_Available,JetBrainsGBP,141
A000173875,A000173875,250.0,Not_Available,JetBrainsGBP,141
A000174113,A000174113,42.0,Not_Available,JetBrainsGBP,141
A000174270,A000174270,340.0,Not_Available,JetBrainsGBP,141
A000174352,A000174352,800.0,Not_Available,JetBrainsGBP,141
A000176136,A000176136,400.0,Not_Available,JetBrainsGBP,141
A000176357,A000176357,150.0,Not_Available,JetBrainsGBP,141
A000176384,A000176384,108.0,Not_Available,JetBrainsGBP,141
A000176512,A000176512,215.0,Not_Available,JetBrainsGBP,141
A000177162,A000177162,320.0,Not_Available,JetBrainsGBP,141
A000177454,A000177454,228.0,Not_Available,JetBrainsGBP,141
A000178597,A000178597,140.0,Not_Available,JetBrainsGBP,141
A000178660,A000178660,252.0,Not_Available,JetBrainsGBP,141
A000179667,A000179667,700.0,Not_Available,JetBrainsGBP,141
A000179729,A000179729,200.0,Not_Available,JetBrainsGBP,141
A000180391,A000180391,120.0,Not_Available,JetBrainsGBP,141
A000180468,A000180468,1020.0,Not_Available,JetBrainsGBP,141
A000181357,A000181357,140.0,Not_Available,JetBrainsGBP,141
A000181401,A000181401,98.0,Not_Available,JetBrainsGBP,141
A000181538,A000181538,170.0,Not_Available,JetBrainsGBP,141
A000182332,A000182332,465.0,Not_Available,JetBrainsGBP,141
A000183862,A000183862,555.0,Not_Available,JetBrainsGBP,141
A000184001,A000184001,42.0,Not_Available,JetBrainsGBP,141
A000184930,A000184930,300.0,Not_Available,JetBrainsGBP,141
A000185549,A000185549,390.0,Not_Available,JetBrainsGBP,141
A000186011,A000186011,120.0,Not_Available,JetBrainsGBP,141
A000186444,A000186444,850.0,Not_Available,JetBrainsGBP,141
A000186533,A000186533,80.0,Not_Available,JetBrainsGBP,141
A000187231,A000187231,300.0,Not_Available,JetBrainsGBP,141
A000187519,A000187519,28.0,Not_Available,JetBrainsGBP,141
A000187659,A000187659,680.0,Not_Available,JetBrainsGBP,141
A000188436,A000188436,806.0,Not_Available,JetBrainsGBP,141
A000188559,A000188559,252.0,Not_Available,JetBrainsGBP,141
A000188738,A000188738,152.0,Not_Available,JetBrainsGBP,141
A000188746,A000188746,160.0,Not_Available,JetBrainsGBP,141
A000188852,A000188852,900.0,Not_Available,JetBrainsGBP,141
A000188858,A000188858,340.0,Not_Available,JetBrainsGBP,141
A000189330,A000189330,748.0,Not_Available,JetBrainsGBP,141
A000189917,A000189917,84.0,Not_Available,JetBrainsGBP,141
A000190338,A000190338,460.0,Not_Available,JetBrainsGBP,141
A000191216,A000191216,228.0,Not_Available,JetBrainsGBP,141
A000191395,A000191395,100.0,Not_Available,JetBrainsGBP,141
A000191507,A000191507,70.0,Not_Available,JetBrainsGBP,141
A000191609,A000191609,400.0,Not_Available,JetBrainsGBP,141
A000193026,A000193026,906.0,Not_Available,JetBrainsGBP,141
A000193201,A000193201,56.0,Not_Available,JetBrainsGBP,141
A000194333,A000194333,200.0,Not_Available,JetBrainsGBP,141
A000194359,A000194359,180.0,Not_Available,JetBrainsGBP,141
A000195744,A000195744,346.0,Not_Available,JetBrainsGBP,141
A000195992,A000195992,720.0,Not_Available,JetBrainsGBP,141
A000196073,A000196073,14.0,Not_Available,JetBrainsGBP,141
A000197840,A000197840,330.0,Not_Available,JetBrainsGBP,141
A000197924,A000197924,845.0,Not_Available,JetBrainsGBP,141
A000198292,A000198292,136.0,Not_Available,JetBrainsGBP,141
A000198996,A000198996,290.0,Not_Available,JetBrainsGBP,141
A000199508,A000199508,126.0,Not_Available,JetBrainsGBP,141
A000199829,A000199829,400.0,Not_Available,JetBrainsGBP,141
A000200581,A000200581,150.0,Not_Available,JetBrainsGBP,141
A000201019,A000201019,585.0,Not_Available,JetBrainsGBP,141
A000201100,A000201100,390.0,Not_Available,JetBrainsGBP,141
A000201224,A000201224,290.0,Not_Available,JetBrainsGBP,141
