ORDER_REF_index,ORDER_REF,GROSS,Total_in_netsuite,merchant_account,batch_number
A000002022,A000002022,414.0,Not_Available,JetBrainsAmericasUSD,139
A000002024,A000002024,505.0,Not_Available,JetBrainsAmericasUSD,139
A000002031,A000002031,300.0,Not_Available,JetBrainsAmericasUSD,139
A000002095,A000002095,400.0,Not_Available,JetBrainsAmericasUSD,139
A000002111,A000002111,160.0,Not_Available,JetBrainsAmericasUSD,139
A000002217,A000002217,200.0,Not_Available,JetBrainsAmericasUSD,139
A000002237,A000002237,520.0,Not_Available,JetBrainsAmericasUSD,139
A000002258,A000002258,144.0,Not_Available,JetBrainsAmericasUSD,139
A000002300,A000002300,330.0,Not_Available,JetBrainsAmericasUSD,139
A000002441,A000002441,400.0,Not_Available,JetBrainsAmericasUSD,139
A000002500,A000002500,230.0,Not_Available,JetBrainsAmericasUSD,139
A000002520,A000002520,515.0,Not_Available,JetBrainsAmericasUSD,139
A000002547,A000002547,180.0,Not_Available,JetBrainsAmericasUSD,139
A000002591,A000002591,42.0,Not_Available,JetBrainsAmericasUSD,139
A000002614,A000002614,470.0,Not_Available,JetBrainsAmericasUSD,139
A000002633,A000002633,140.0,Not_Available,JetBrainsAmericasUSD,139
A000002654,A000002654,470.0,Not_Available,JetBrainsAmericasUSD,139
A000002669,A000002669,112.0,Not_Available,JetBrainsAmericasUSD,139
A000002748,A000002748,306.0,Not_Available,JetBrainsAmericasUSD,139
A000002811,A000002811,612.0,Not_Available,JetBrainsAmericasUSD,139
A000002944,A000002944,340.0,Not_Available,JetBrainsAmericasUSD,139
A000003061,A000003061,50.0,Not_Available,JetBrainsAmericasUSD,139
A000003185,A000003185,200.0,Not_Available,JetBrainsAmericasUSD,139
A000003214,A000003214,370.0,Not_Available,JetBrainsAmericasUSD,139
A000003217,A000003217,160.0,Not_Available,JetBrainsAmericasUSD,139
A000003261,A000003261,168.0,Not_Available,JetBrainsAmericasUSD,139
A000003531,A000003531,353.0,Not_Available,JetBrainsAmericasUSD,139
A000003542,A000003542,110.0,Not_Available,JetBrainsAmericasUSD,139
A000003610,A000003610,534.0,Not_Available,JetBrainsAmericasUSD,139
A000003680,A000003680,200.0,Not_Available,JetBrainsAmericasUSD,139
A000003705,A000003705,190.0,Not_Available,JetBrainsAmericasUSD,139
A000003819,A000003819,172.0,Not_Available,JetBrainsAmericasUSD,139
A000003960,A000003960,384.0,Not_Available,JetBrainsAmericasUSD,139
A000004042,A000004042,180.0,Not_Available,JetBrainsAmericasUSD,139
A000004086,A000004086,600.0,Not_Available,JetBrainsAmericasUSD,139
A000004161,A000004161,575.0,Not_Available,JetBrainsAmericasUSD,139
A000004209,A000004209,595.0,Not_Available,JetBrainsAmericasUSD,139
A000004211,A000004211,80.0,Not_Available,JetBrainsAmericasUSD,139
A000004279,A000004279,120.0,Not_Available,JetBrainsAmericasUSD,139
A000004285,A000004285,350.0,Not_Available,JetBrainsAmericasUSD,139
A000004286,A000004286,210.0,Not_Available,JetBrainsAmericasUSD,139
A000004301,A000004301,28.0,Not_Available,JetBrainsAmericasUSD,139
A000004337,A000004337,100.0,Not_Available,JetBrainsAmericasUSD,139
A000004346,A000004346,590.0,Not_Available,JetBrainsAmericasUSD,139
A000004393,A000004393,100.0,Not_Available,JetBrainsAmericasUSD,139
A000004399,A000004399,70.0,Not_Available,JetBrainsAmericasUSD,139
A000004425,A000004425,100.0,Not_Available,JetBrainsAmericasUSD,139
A000004471,A000004471,150.0,Not_Available,JetBrainsAmericasUSD,139
A000004499,A000004499,520.0,Not_Available,JetBrainsAmericasUSD,139
A000004552,A000004552,670.0,Not_Available,JetBrainsAmericasUSD,139
A000004585,A000004585,650.0,Not_Available,JetBrainsAmericasUSD,139
A000004601,A000004601,140.0,Not_Available,JetBrainsAmericasUSD,139
A000004661,A000004661,112.0,Not_Available,JetBrainsAmericasUSD,139
A000004686,A000004686,150.0,Not_Available,JetBrainsAmericasUSD,139
A000004750,A000004750,240.0,Not_Available,JetBrainsAmericasUSD,139
A000004788,A000004788,602.0,Not_Available,JetBrainsAmericasUSD,139
A000004812,A000004812,74.0,Not_Available,JetBrainsAmericasUSD,139
A000004828,A000004828,780.0,Not_Available,JetBrainsAmericasUSD,139
A000004850,A000004850,545.0,Not_Available,JetBrainsAmericasUSD,139
A000004869,A000004869,242.0,Not_Available,JetBrainsAmericasUSD,139
A000004879,A000004879,20.0,Not_Available,JetBrainsAmericasUSD,139
A000004901,A000004901,325.0,Not_Available,JetBrainsAmericasUSD,139
A000004912,A000004912,176.0,Not_Available,JetBrainsAmericasUSD,139
A000004950,A000004950,485.0,Not_Available,JetBrainsAmericasUSD,139
A000004965,A000004965,235.0,Not_Available,JetBrainsAmericasUSD,139
A000005010,A000005010,378.0,Not_Available,JetBrainsAmericasUSD,139
A000005015,A000005015,60.0,Not_Available,JetBrainsAmericasUSD,139
A000005046,A000005046,480.0,Not_Available,JetBrainsAmericasUSD,139
A000005094,A000005094,710.0,Not_Available,JetBrainsAmericasUSD,139
A000005103,A000005103,530.0,Not_Available,JetBrainsAmericasUSD,139
A000005138,A000005138,526.0,Not_Available,JetBrainsAmericasUSD,139
A000005149,A000005149,150.0,Not_Available,JetBrainsAmericasUSD,139
A000005178,A000005178,365.0,Not_Available,JetBrainsAmericasUSD,139
A000005236,A000005236,414.0,Not_Available,JetBrainsAmericasUSD,139
A000005241,A000005241,300.0,Not_Available,JetBrainsAmericasUSD,139
A000005264,A000005264,600.0,Not_Available,JetBrainsAmericasUSD,139
A000005310,A000005310,890.0,Not_Available,JetBrainsAmericasUSD,139
A000005467,A000005467,140.0,Not_Available,JetBrainsAmericasUSD,139
A000005475,A000005475,298.0,Not_Available,JetBrainsAmericasUSD,139
A000005530,A000005530,420.0,Not_Available,JetBrainsAmericasUSD,139
A000005567,A000005567,40.0,Not_Available,JetBrainsAmericasUSD,139
A000005576,A000005576,492.0,Not_Available,JetBrainsAmericasUSD,139
A000005595,A000005595,251.0,Not_Available,JetBrainsAmericasUSD,139
A000005607,A000005607,400.0,Not_Available,JetBrainsAmericasUSD,139
A000005670,A000005670,260.0,Not_Available,JetBrainsAmericasUSD,139
A000005677,A000005677,20.0,Not_Available,JetBrainsAmericasUSD,139
A000005729,A000005729,450.0,Not_Available,JetBrainsAmericasUSD,139
A000005799,A000005799,690.0,Not_Available,JetBrainsAmericasUSD,139
A000005800,A000005800,440.0,Not_Available,JetBrainsAmericasUSD,139
A000005879,A000005879,112.0,Not_Available,JetBrainsAmericasUSD,139
A000005932,A000005932,286.0,Not_Available,JetBrainsAmericasUSD,139
A000005934,A000005934,419.0,Not_Available,JetBrainsAmericasUSD,139
A000006023,A000006023,60.0,Not_Available,JetBrainsAmericasUSD,139
A000006068,A000006068,650.0,Not_Available,JetBrainsAmericasUSD,139
A000006116,A000006116,320.0,Not_Available,JetBrainsAmericasUSD,139
A000006150,A000006150,484.0,Not_Available,JetBrainsAmericasUSD,139
A000006174,A000006174,1165.0,Not_Available,JetBrainsAmericasUSD,139
A000006250,A000006250,240.0,Not_Available,JetBrainsAmericasUSD,139
A000006289,A000006289,195.0,Not_Available,JetBrainsAmericasUSD,139
A000006339,A000006339,370.0,Not_Available,JetBrainsAmericasUSD,139
A000006410,A000006410,124.0,Not_Available,JetBrainsAmericasUSD,139
A000006485,A000006485,80.0,Not_Available,JetBrainsAmericasUSD,139
A000006498,A000006498,380.0,Not_Available,JetBrainsAmericasUSD,139
A000006580,A000006580,166.0,Not_Available,JetBrainsAmericasUSD,139
A000006592,A000006592,220.0,Not_Available,JetBrainsAmericasUSD,139
A000006669,A000006669,110.0,Not_Available,JetBrainsAmericasUSD,139
A000006762,A000006762,592.0,Not_Available,JetBrainsAmericasUSD,139
A000006773,A000006773,150.0,Not_Available,JetBrainsAmericasUSD,139
A000006874,A000006874,236.0,Not_Available,JetBrainsAmericasUSD,139
A000006890,A000006890,540.0,Not_Available,JetBrainsAmericasUSD,139
A000006898,A000006898,140.0,Not_Available,JetBrainsAmericasUSD,139
A000006910,A000006910,870.0,Not_Available,JetBrainsAmericasUSD,139
A000006934,A000006934,316.0,Not_Available,JetBrainsAmericasUSD,139
A000006939,A000006939,34.0,Not_Available,JetBrainsAmericasUSD,139
A000006953,A000006953,126.0,Not_Available,JetBrainsAmericasUSD,139
A000006957,A000006957,196.0,Not_Available,JetBrainsAmericasUSD,139
A000007015,A000007015,300.0,Not_Available,JetBrainsAmericasUSD,139
A000007026,A000007026,805.0,Not_Available,JetBrainsAmericasUSD,139
A000007028,A000007028,312.0,Not_Available,JetBrainsAmericasUSD,139
A000007058,A000007058,150.0,Not_Available,JetBrainsAmericasUSD,139
A000007089,A000007089,184.0,Not_Available,JetBrainsAmericasUSD,139
A000007094,A000007094,122.0,Not_Available,JetBrainsAmericasUSD,139
A000007096,A000007096,810.0,Not_Available,JetBrainsAmericasUSD,139
A000007130,A000007130,307.0,Not_Available,JetBrainsAmericasUSD,139
A000007169,A000007169,130.0,Not_Available,JetBrainsAmericasUSD,139
A000007284,A000007284,370.0,Not_Available,JetBrainsAmericasUSD,139
A000007350,A000007350,124.0,Not_Available,JetBrainsAmericasUSD,139
A000007404,A000007404,560.0,Not_Available,JetBrainsAmericasUSD,139
A000007418,A000007418,520.0,Not_Available,JetBrainsAmericasUSD,139
A000007432,A000007432,34.0,Not_Available,JetBrainsAmericasUSD,139
A000007464,A000007464,256.0,Not_Available,JetBrainsAmericasUSD,139
A000007487,A000007487,390.0,Not_Available,JetBrainsAmericasUSD,139
A000007592,A000007592,530.0,Not_Available,JetBrainsAmericasUSD,139
A000007626,A000007626,556.0,Not_Available,JetBrainsAmericasUSD,139
A000007676,A000007676,280.0,Not_Available,JetBrainsAmericasUSD,139
A000007765,A000007765,390.0,Not_Available,JetBrainsAmericasUSD,139
A000007869,A000007869,465.0,Not_Available,JetBrainsAmericasUSD,139
A000007871,A000007871,126.0,Not_Available,JetBrainsAmericasUSD,139
A000007900,A000007900,146.0,Not_Available,JetBrainsAmericasUSD,139
A000007904,A000007904,258.0,Not_Available,JetBrainsAmericasUSD,139
A000007995,A000007995,350.0,Not_Available,JetBrainsAmericasUSD,139
A000008084,A000008084,448.0,Not_Available,JetBrainsAmericasUSD,139
A000008106,A000008106,1115.0,Not_Available,JetBrainsAmericasUSD,139
A000008125,A000008125,84.0,Not_Available,JetBrainsAmericasUSD,139
A000008194,A000008194,200.0,Not_Available,JetBrainsAmericasUSD,139
A000008285,A000008285,585.0,Not_Available,JetBrainsAmericasUSD,139
A000008320,A000008320,126.0,Not_Available,JetBrainsAmericasUSD,139
A000008323,A000008323,200.0,Not_Available,JetBrainsAmericasUSD,139
A000008347,A000008347,70.0,Not_Available,JetBrainsAmericasUSD,139
A000008387,A000008387,60.0,Not_Available,JetBrainsAmericasUSD,139
A000008552,A000008552,208.0,Not_Available,JetBrainsAmericasUSD,139
A000008563,A000008563,70.0,Not_Available,JetBrainsAmericasUSD,139
A000008746,A000008746,164.0,Not_Available,JetBrainsAmericasUSD,139
A000008774,A000008774,140.0,Not_Available,JetBrainsAmericasUSD,139
A000008798,A000008798,358.0,Not_Available,JetBrainsAmericasUSD,139
A000008836,A000008836,265.0,Not_Available,JetBrainsAmericasUSD,139
A000008867,A000008867,112.0,Not_Available,JetBrainsAmericasUSD,139
A000008905,A000008905,84.0,Not_Available,JetBrainsAmericasUSD,139
A000008939,A000008939,84.0,Not_Available,JetBrainsAmericasUSD,139
A000008947,A000008947,140.0,Not_Available,JetBrainsAmericasUSD,139
A000008960,A000008960,500.0,Not_Available,JetBrainsAmericasUSD,139
A000008963,A000008963,112.0,Not_Available,JetBrainsAmericasUSD,139
A000009004,A000009004,970.0,Not_Available,JetBrainsAmericasUSD,139
A000009044,A000009044,158.0,Not_Available,JetBrainsAmericasUSD,139
A000009061,A000009061,180.0,Not_Available,JetBrainsAmericasUSD,139
A000009162,A000009162,692.0,Not_Available,JetBrainsAmericasUSD,139
A000009336,A000009336,552.0,Not_Available,JetBrainsAmericasUSD,139
A000009469,A000009469,450.0,Not_Available,JetBrainsAmericasUSD,139
A000009474,A000009474,290.0,Not_Available,JetBrainsAmericasUSD,139
A000009509,A000009509,60.0,Not_Available,JetBrainsAmericasUSD,139
A000009528,A000009528,691.0,Not_Available,JetBrainsAmericasUSD,139
A000009828,A000009828,180.0,Not_Available,JetBrainsAmericasUSD,139
A000009889,A000009889,84.0,Not_Available,JetBrainsAmericasUSD,139
A000009891,A000009891,650.0,Not_Available,JetBrainsAmericasUSD,139
A000009921,A000009921,340.0,Not_Available,JetBrainsAmericasUSD,139
A000010038,A000010038,410.0,Not_Available,JetBrainsAmericasUSD,139
A000010142,A000010142,835.0,Not_Available,JetBrainsAmericasUSD,139
A000010202,A000010202,300.0,Not_Available,JetBrainsAmericasUSD,139
A000010227,A000010227,298.0,Not_Available,JetBrainsAmericasUSD,139
A000010275,A000010275,545.0,Not_Available,JetBrainsAmericasUSD,139
A000010304,A000010304,1300.0,Not_Available,JetBrainsAmericasUSD,139
A000010323,A000010323,630.0,Not_Available,JetBrainsAmericasUSD,139
A000010359,A000010359,260.0,Not_Available,JetBrainsAmericasUSD,139
A000010381,A000010381,112.0,Not_Available,JetBrainsAmericasUSD,139
A000010565,A000010565,350.0,Not_Available,JetBrainsAmericasUSD,139
A000010624,A000010624,348.0,Not_Available,JetBrainsAmericasUSD,139
A000010658,A000010658,220.0,Not_Available,JetBrainsAmericasUSD,139
A000010663,A000010663,126.0,Not_Available,JetBrainsAmericasUSD,139
A000010677,A000010677,154.0,Not_Available,JetBrainsAmericasUSD,139
A000010833,A000010833,278.0,Not_Available,JetBrainsAmericasUSD,139
A000010838,A000010838,910.0,Not_Available,JetBrainsAmericasUSD,139
A000010841,A000010841,250.0,Not_Available,JetBrainsAmericasUSD,139
A000010851,A000010851,290.0,Not_Available,JetBrainsAmericasUSD,139
A000010974,A000010974,670.0,Not_Available,JetBrainsAmericasUSD,139
A000010985,A000010985,140.0,Not_Available,JetBrainsAmericasUSD,139
A000011031,A000011031,605.0,Not_Available,JetBrainsAmericasUSD,139
A000011075,A000011075,112.0,Not_Available,JetBrainsAmericasUSD,139
A000011078,A000011078,292.0,Not_Available,JetBrainsAmericasUSD,139
A000011118,A000011118,350.0,Not_Available,JetBrainsAmericasUSD,139
A000011132,A000011132,200.0,Not_Available,JetBrainsAmericasUSD,139
A000011134,A000011134,118.0,Not_Available,JetBrainsAmericasUSD,139
A000011162,A000011162,56.0,Not_Available,JetBrainsAmericasUSD,139
A000011259,A000011259,900.0,Not_Available,JetBrainsAmericasUSD,139
A000011278,A000011278,180.0,Not_Available,JetBrainsAmericasUSD,139
A000011283,A000011283,242.0,Not_Available,JetBrainsAmericasUSD,139
A000011353,A000011353,150.0,Not_Available,JetBrainsAmericasUSD,139
A000011431,A000011431,300.0,Not_Available,JetBrainsAmericasUSD,139
A000011498,A000011498,140.0,Not_Available,JetBrainsAmericasUSD,139
A000011569,A000011569,585.0,Not_Available,JetBrainsAmericasUSD,139
A000011570,A000011570,370.0,Not_Available,JetBrainsAmericasUSD,139
A000011615,A000011615,42.0,Not_Available,JetBrainsAmericasUSD,139
A000011637,A000011637,890.0,Not_Available,JetBrainsAmericasUSD,139
A000011648,A000011648,340.0,Not_Available,JetBrainsAmericasUSD,139
A000011735,A000011735,180.0,Not_Available,JetBrainsAmericasUSD,139
A000011754,A000011754,260.0,Not_Available,JetBrainsAmericasUSD,139
A000011788,A000011788,700.0,Not_Available,JetBrainsAmericasUSD,139
A000011935,A000011935,98.0,Not_Available,JetBrainsAmericasUSD,139
A000011988,A000011988,446.0,Not_Available,JetBrainsAmericasUSD,139
A000012063,A000012063,306.0,Not_Available,JetBrainsAmericasUSD,139
A000012066,A000012066,910.0,Not_Available,JetBrainsAmericasUSD,139
A000012118,A000012118,785.0,Not_Available,JetBrainsAmericasUSD,139
A000012129,A000012129,598.0,Not_Available,JetBrainsAmericasUSD,139
A000012191,A000012191,200.0,Not_Available,JetBrainsAmericasUSD,139
A000012347,A000012347,450.0,Not_Available,JetBrainsAmericasUSD,139
A000012460,A000012460,96.0,Not_Available,JetBrainsAmericasUSD,139
A000012465,A000012465,290.0,Not_Available,JetBrainsAmericasUSD,139
A000012604,A000012604,492.0,Not_Available,JetBrainsAmericasUSD,139
A000012632,A000012632,132.0,Not_Available,JetBrainsAmericasUSD,139
A000012723,A000012723,158.0,Not_Available,JetBrainsAmericasUSD,139
A000012725,A000012725,28.0,Not_Available,JetBrainsAmericasUSD,139
A000012738,A000012738,775.0,Not_Available,JetBrainsAmericasUSD,139
A000012749,A000012749,350.0,Not_Available,JetBrainsAmericasUSD,139
A000012761,A000012761,98.0,Not_Available,JetBrainsAmericasUSD,139
A000012774,A000012774,428.0,Not_Available,JetBrainsAmericasUSD,139
A000012859,A000012859,150.0,Not_Available,JetBrainsAmericasUSD,139
A000012974,A000012974,400.0,Not_Available,JetBrainsAmericasUSD,139
A000013008,A000013008,1096.0,Not_Available,JetBrainsAmericasUSD,139
A000013030,A000013030,490.0,Not_Available,JetBrainsAmericasUSD,139
A000013089,A000013089,400.0,Not_Available,JetBrainsAmericasUSD,139
A000013102,A000013102,810.0,Not_Available,JetBrainsAmericasUSD,139
A000013110,A000013110,906.0,Not_Available,JetBrainsAmericasUSD,139
A000013111,A000013111,14.0,Not_Available,JetBrainsAmericasUSD,139
A000013112,A000013112,218.0,Not_Available,JetBrainsAmericasUSD,139
A000013189,A000013189,450.0,Not_Available,JetBrainsAmericasUSD,139
A000013191,A000013191,224.0,Not_Available,JetBrainsAmericasUSD,139
A000013328,A000013328,160.0,Not_Available,JetBrainsAmericasUSD,139
A000013353,A000013353,530.0,Not_Available,JetBrainsAmericasUSD,139
A000013378,A000013378,640.0,Not_Available,JetBrainsAmericasUSD,139
A000013478,A000013478,356.0,Not_Available,JetBrainsAmericasUSD,139
A000013543,A000013543,200.0,Not_Available,JetBrainsAmericasUSD,139
A000013545,A000013545,395.0,Not_Available,JetBrainsAmericasUSD,139
A000013621,A000013621,100.0,Not_Available,JetBrainsAmericasUSD,139
A000013662,A000013662,755.0,Not_Available,JetBrainsAmericasUSD,139
A000013680,A000013680,616.0,Not_Available,JetBrainsAmericasUSD,139
A000013683,A000013683,298.0,Not_Available,JetBrainsAmericasUSD,139
A000013740,A000013740,705.0,Not_Available,JetBrainsAmericasUSD,139
A000013791,A000013791,140.0,Not_Available,JetBrainsAmericasUSD,139
A000013803,A000013803,174.0,Not_Available,JetBrainsAmericasUSD,139
A000013882,A000013882,246.0,Not_Available,JetBrainsAmericasUSD,139
A000013980,A000013980,416.0,Not_Available,JetBrainsAmericasUSD,139
A000013991,A000013991,140.0,Not_Available,JetBrainsAmericasUSD,139
A000014048,A000014048,186.0,Not_Available,JetBrainsAmericasUSD,139
A000014067,A000014067,102.0,Not_Available,JetBrainsAmericasUSD,139
A000014201,A000014201,40.0,Not_Available,JetBrainsAmericasUSD,139
A000014266,A000014266,370.0,Not_Available,JetBrainsAmericasUSD,139
A000014375,A000014375,65.0,Not_Available,JetBrainsAmericasUSD,139
A000014392,A000014392,850.0,Not_Available,JetBrainsAmericasUSD,139
A000014438,A000014438,530.0,Not_Available,JetBrainsAmericasUSD,139
A000014439,A000014439,500.0,Not_Available,JetBrainsAmericasUSD,139
A000014520,A000014520,202.0,Not_Available,JetBrainsAmericasUSD,139
A000014690,A000014690,450.0,Not_Available,JetBrainsAmericasUSD,139
A000014735,A000014735,200.0,Not_Available,JetBrainsAmericasUSD,139
A000014746,A000014746,106.0,Not_Available,JetBrainsAmericasUSD,139
A000014841,A000014841,270.0,Not_Available,JetBrainsAmericasUSD,139
A000014889,A000014889,675.0,Not_Available,JetBrainsAmericasUSD,139
A000014909,A000014909,20.0,Not_Available,JetBrainsAmericasUSD,139
A000014920,A000014920,456.0,Not_Available,JetBrainsAmericasUSD,139
A000014948,A000014948,780.0,Not_Available,JetBrainsAmericasUSD,139
A000015045,A000015045,660.0,Not_Available,JetBrainsAmericasUSD,139
A000015060,A000015060,710.0,Not_Available,JetBrainsAmericasUSD,139
A000015083,A000015083,585.0,Not_Available,JetBrainsAmericasUSD,139
A000015084,A000015084,998.0,Not_Available,JetBrainsAmericasUSD,139
A000015095,A000015095,100.0,Not_Available,JetBrainsAmericasUSD,139
A000015104,A000015104,260.0,Not_Available,JetBrainsAmericasUSD,139
A000015158,A000015158,406.0,Not_Available,JetBrainsAmericasUSD,139
A000015174,A000015174,845.0,Not_Available,JetBrainsAmericasUSD,139
A000015212,A000015212,790.0,Not_Available,JetBrainsAmericasUSD,139
A000015217,A000015217,350.0,Not_Available,JetBrainsAmericasUSD,139
A000015243,A000015243,432.0,Not_Available,JetBrainsAmericasUSD,139
A000015344,A000015344,400.0,Not_Available,JetBrainsAmericasUSD,139
A000015347,A000015347,400.0,Not_Available,JetBrainsAmericasUSD,139
A000015363,A000015363,240.0,Not_Available,JetBrainsAmericasUSD,139
A000015367,A000015367,300.0,Not_Available,JetBrainsAmericasUSD,139
A000015441,A000015441,400.0,Not_Available,JetBrainsAmericasUSD,139
A000015465,A000015465,600.0,Not_Available,JetBrainsAmericasUSD,139
A000015597,A000015597,400.0,Not_Available,JetBrainsAmericasUSD,139
A000015602,A000015602,500.0,Not_Available,JetBrainsAmericasUSD,139
A000015654,A000015654,670.0,Not_Available,JetBrainsAmericasUSD,139
A000015718,A000015718,240.0,Not_Available,JetBrainsAmericasUSD,139
A000015743,A000015743,100.0,Not_Available,JetBrainsAmericasUSD,139
A000015778,A000015778,650.0,Not_Available,JetBrainsAmericasUSD,139
A000015818,A000015818,252.0,Not_Available,JetBrainsAmericasUSD,139
A000015850,A000015850,290.0,Not_Available,JetBrainsAmericasUSD,139
A000015861,A000015861,748.0,Not_Available,JetBrainsAmericasUSD,139
A000015959,A000015959,70.0,Not_Available,JetBrainsAmericasUSD,139
A000015970,A000015970,154.0,Not_Available,JetBrainsAmericasUSD,139
A000016104,A000016104,710.0,Not_Available,JetBrainsAmericasUSD,139
A000016158,A000016158,216.0,Not_Available,JetBrainsAmericasUSD,139
A000016175,A000016175,65.0,Not_Available,JetBrainsAmericasUSD,139
A000016215,A000016215,149.0,Not_Available,JetBrainsAmericasUSD,139
A000016242,A000016242,420.0,Not_Available,JetBrainsAmericasUSD,139
A000016290,A000016290,350.0,Not_Available,JetBrainsAmericasUSD,139
A000016337,A000016337,60.0,Not_Available,JetBrainsAmericasUSD,139
A000016438,A000016438,630.0,Not_Available,JetBrainsAmericasUSD,139
A000016456,A000016456,528.0,Not_Available,JetBrainsAmericasUSD,139
A000016471,A000016471,160.0,Not_Available,JetBrainsAmericasUSD,139
A000016475,A000016475,140.0,Not_Available,JetBrainsAmericasUSD,139
A000016578,A000016578,504.0,Not_Available,JetBrainsAmericasUSD,139
A000016580,A000016580,180.0,Not_Available,JetBrainsAmericasUSD,139
A000016592,A000016592,650.0,Not_Available,JetBrainsAmericasUSD,139
A000016615,A000016615,120.0,Not_Available,JetBrainsAmericasUSD,139
A000016692,A000016692,446.0,Not_Available,JetBrainsAmericasUSD,139
A000016707,A000016707,293.0,Not_Available,JetBrainsAmericasUSD,139
A000016796,A000016796,170.0,Not_Available,JetBrainsAmericasUSD,139
A000016898,A000016898,265.0,Not_Available,JetBrainsAmericasUSD,139
A000016928,A000016928,210.0,Not_Available,JetBrainsAmericasUSD,139
A000017124,A000017124,794.0,Not_Available,JetBrainsAmericasUSD,139
A000017181,A000017181,340.0,Not_Available,JetBrainsAmericasUSD,139
A000017223,A000017223,430.0,Not_Available,JetBrainsAmericasUSD,139
A000017254,A000017254,446.0,Not_Available,JetBrainsAmericasUSD,139
A000017319,A000017319,190.0,Not_Available,JetBrainsAmericasUSD,139
A000017379,A000017379,340.0,Not_Available,JetBrainsAmericasUSD,139
A000017391,A000017391,182.0,Not_Available,JetBrainsAmericasUSD,139
A000017410,A000017410,300.0,Not_Available,JetBrainsAmericasUSD,139
A000017419,A000017419,50.0,Not_Available,JetBrainsAmericasUSD,139
A000017433,A000017433,700.0,Not_Available,JetBrainsAmericasUSD,139
A000017445,A000017445,900.0,Not_Available,JetBrainsAmericasUSD,139
A000017486,A000017486,850.0,Not_Available,JetBrainsAmericasUSD,139
